CustomerKey,EnglishProductSubcategoryName,FirstName,LastName,MiddleName,Number of Records,ProductSubcategoryAlternateKey
26017,Gloves,Derrick,Alonso,W,1,20
18677,Tires and Tubes,Logan,Shan,,1,37
23729,Tires and Tubes,Marcus,Allen,D,1,37
23729,Tires and Tubes,Marcus,Allen,D,1,37
23729,Helmets,Marcus,Allen,D,1,31
16870,Bottles and Cages,Andrea,Morgan,M,1,28
16870,Bottles and Cages,Andrea,Morgan,M,1,28
16870,Gloves,Andrea,Morgan,M,1,20
23249,Bottles and Cages,Tasha,Nara,,1,28
23249,Bottles and Cages,Tasha,Nara,,1,28
23249,Helmets,Tasha,Nara,,1,31
19727,Shorts,Natasha,Vazquez,J,1,22
13732,Bottles and Cages,Julian,Isla,A,1,28
19168,Shorts,Nathan,Kumar,,1,22
19168,Jerseys,Nathan,Kumar,,1,21
17506,Bottles and Cages,Alexandria,Simmons,,1,28
17506,Cleaners,Alexandria,Simmons,,1,29
27400,Shorts,Miguel,Coleman,D,1,22
24746,Caps,Ian,Russell,T,1,19
24746,Bottles and Cages,Ian,Russell,T,1,28
16814,Bottles and Cages,Isabella,Collins,D,1,28
16814,Helmets,Isabella,Collins,D,1,31
18110,Bottles and Cages,Austin,Li,B,1,28
18110,Cleaners,Austin,Li,B,1,29
15430,Tires and Tubes,Alfredo,Jiménez,,1,37
15430,Helmets,Alfredo,Jiménez,,1,31
15257,Tires and Tubes,Matthew,Anderson,,1,37
15257,Helmets,Matthew,Anderson,,1,31
14761,Tires and Tubes,Morgan,Kelly,L,1,37
14761,Helmets,Morgan,Kelly,L,1,31
23070,Tires and Tubes,Natalie,Hall,A,1,37
21339,Tires and Tubes,Haley,Barnes,J,1,37
21339,Helmets,Haley,Barnes,J,1,31
15278,Fenders,Brandon,Russell,,1,30
15278,Helmets,Brandon,Russell,,1,31
16209,Fenders,Carolyn,Alvarez,C,1,30
16209,Socks,Carolyn,Alvarez,C,1,23
15821,Fenders,Logan,Anderson,C,1,30
15821,Socks,Logan,Anderson,C,1,23
17993,Tires and Tubes,Richard,Williams,I,1,37
17993,Jerseys,Richard,Williams,I,1,21
28730,Tires and Tubes,Nicole,Robinson,,1,37
28730,Tires and Tubes,Nicole,Robinson,,1,37
12502,Tires and Tubes,Darren,Sanchez,,1,37
12502,Tires and Tubes,Darren,Sanchez,,1,37
12502,Helmets,Darren,Sanchez,,1,31
27323,Tires and Tubes,Michele,Shan,,1,37
27323,Tires and Tubes,Michele,Shan,,1,37
27323,Jerseys,Michele,Shan,,1,21
12984,Tires and Tubes,Adam,Young,,1,37
12984,Tires and Tubes,Adam,Young,,1,37
18962,Mountain Bikes,Seth,Parker,R,1,1
18962,Tires and Tubes,Seth,Parker,R,1,37
18962,Tires and Tubes,Seth,Parker,R,1,37
11526,Mountain Bikes,Katherine,Diaz,P,1,1
11526,Fenders,Katherine,Diaz,P,1,30
11526,Helmets,Katherine,Diaz,P,1,31
12058,Mountain Bikes,Chloe,Nelson,E,1,1
12058,Hydration Packs,Chloe,Nelson,E,1,32
12058,Cleaners,Chloe,Nelson,E,1,29
17647,Touring Bikes,Molly,Lopez,C,1,3
17647,Jerseys,Molly,Lopez,C,1,21
18700,Road Bikes,Ernest,Zhao,C,1,2
18700,Bottles and Cages,Ernest,Zhao,C,1,28
18700,Bottles and Cages,Ernest,Zhao,C,1,28
18700,Helmets,Ernest,Zhao,C,1,31
17514,Mountain Bikes,Cedric,Zhou,,1,1
17514,Bottles and Cages,Cedric,Zhou,,1,28
17514,Bottles and Cages,Cedric,Zhou,,1,28
17514,Caps,Cedric,Zhou,,1,19
11056,Mountain Bikes,Michele,Nath,L,1,1
11056,Bottles and Cages,Michele,Nath,L,1,28
11056,Bottles and Cages,Michele,Nath,L,1,28
11056,Jerseys,Michele,Nath,L,1,21
11056,Gloves,Michele,Nath,L,1,20
21603,Road Bikes,Seth,Barnes,,1,2
21603,Tires and Tubes,Seth,Barnes,,1,37
21603,Tires and Tubes,Seth,Barnes,,1,37
21603,Tires and Tubes,Seth,Barnes,,1,37
29388,Road Bikes,Calvin,Kumar,L,1,2
29388,Tires and Tubes,Calvin,Kumar,L,1,37
29388,Tires and Tubes,Calvin,Kumar,L,1,37
29388,Tires and Tubes,Calvin,Kumar,L,1,37
18308,Road Bikes,Erica,Chen,P,1,2
18308,Bottles and Cages,Erica,Chen,P,1,28
18308,Bottles and Cages,Erica,Chen,P,1,28
18308,Tires and Tubes,Erica,Chen,P,1,37
18482,Road Bikes,Sharon,Nara,,1,2
18482,Bottles and Cages,Sharon,Nara,,1,28
18275,Road Bikes,Heather,Yang,,1,2
11410,Mountain Bikes,Maurice,Goel,,1,1
11410,Tires and Tubes,Maurice,Goel,,1,37
11410,Helmets,Maurice,Goel,,1,31
11410,Jerseys,Maurice,Goel,,1,21
11483,Mountain Bikes,Calvin,Chande,E,1,1
11483,Helmets,Calvin,Chande,E,1,31
12931,Caps,Ann,Fernandez,M,1,19
15140,Tires and Tubes,Diane,Bradley,A,1,37
15140,Tires and Tubes,Diane,Bradley,A,1,37
17078,Tires and Tubes,Jenny,Zhu,J,1,37
17078,Tires and Tubes,Jenny,Zhu,J,1,37
17078,Helmets,Jenny,Zhu,J,1,31
17078,Jerseys,Jenny,Zhu,J,1,21
21887,Tires and Tubes,Ashley,White,D,1,37
21887,Tires and Tubes,Ashley,White,D,1,37
27978,Tires and Tubes,Barbara,Luo,,1,37
27978,Gloves,Barbara,Luo,,1,20
13998,Helmets,Ethan,Martin,M,1,31
13998,Caps,Ethan,Martin,M,1,19
13998,Jerseys,Ethan,Martin,M,1,21
17291,Jerseys,Jorge,Huang,,1,21
17629,Road Bikes,Tabitha,Torres,,1,2
17629,Tires and Tubes,Tabitha,Torres,,1,37
17629,Tires and Tubes,Tabitha,Torres,,1,37
19493,Road Bikes,Karla,Shan,,1,2
19493,Tires and Tubes,Karla,Shan,,1,37
19493,Tires and Tubes,Karla,Shan,,1,37
19493,Helmets,Karla,Shan,,1,31
23635,Road Bikes,Alvin,Luo,,1,2
23635,Bottles and Cages,Alvin,Luo,,1,28
29014,Tires and Tubes,Ryan,Powell,K,1,37
29014,Tires and Tubes,Ryan,Powell,K,1,37
29014,Helmets,Ryan,Powell,K,1,31
26788,Tires and Tubes,Destiny,Howard,C,1,37
26788,Tires and Tubes,Destiny,Howard,C,1,37
26788,Tires and Tubes,Destiny,Howard,C,1,37
26598,Tires and Tubes,Charles,Adams,R,1,37
26598,Tires and Tubes,Charles,Adams,R,1,37
24820,Tires and Tubes,David,Clark,G,1,37
24820,Tires and Tubes,David,Clark,G,1,37
24820,Tires and Tubes,David,Clark,G,1,37
26573,Tires and Tubes,Samantha,Clark,,1,37
26573,Tires and Tubes,Samantha,Clark,,1,37
26573,Helmets,Samantha,Clark,,1,31
24497,Tires and Tubes,Abigail,James,,1,37
24497,Tires and Tubes,Abigail,James,,1,37
24497,Helmets,Abigail,James,,1,31
11712,Tires and Tubes,Shelby,Rogers,,1,37
22038,Tires and Tubes,Isabella,Jackson,L,1,37
22038,Tires and Tubes,Isabella,Jackson,L,1,37
22038,Bottles and Cages,Isabella,Jackson,L,1,28
22038,Bottles and Cages,Isabella,Jackson,L,1,28
22038,Helmets,Isabella,Jackson,L,1,31
23452,Tires and Tubes,Eduardo,Watson,M,1,37
23452,Tires and Tubes,Eduardo,Watson,M,1,37
22163,Tires and Tubes,Morgan,Scott,D,1,37
22163,Tires and Tubes,Morgan,Scott,D,1,37
22163,Tires and Tubes,Morgan,Scott,D,1,37
23277,Bottles and Cages,Isaiah,Torres,E,1,28
23277,Bottles and Cages,Isaiah,Torres,E,1,28
23277,Cleaners,Isaiah,Torres,E,1,29
23050,Tires and Tubes,Jack,Hall,P,1,37
23050,Tires and Tubes,Jack,Hall,P,1,37
23050,Helmets,Jack,Hall,P,1,31
14604,Bottles and Cages,Nicholas,Rodriguez,D,1,28
14604,Bottles and Cages,Nicholas,Rodriguez,D,1,28
14604,Caps,Nicholas,Rodriguez,D,1,19
20696,Bottles and Cages,Ethan,Gonzales,D,1,28
20696,Bottles and Cages,Ethan,Gonzales,D,1,28
20696,Jerseys,Ethan,Gonzales,D,1,21
20696,Caps,Ethan,Gonzales,D,1,19
19733,Shorts,Caitlin,Watson,C,1,22
26505,Bottles and Cages,Jennifer,Wright,,1,28
26505,Hydration Packs,Jennifer,Wright,,1,32
17447,Bottles and Cages,Sydney,Lewis,L,1,28
17447,Caps,Sydney,Lewis,L,1,19
18102,Bottles and Cages,Nicholas,Lewis,G,1,28
22544,Tires and Tubes,Maria,Evans,,1,37
22544,Tires and Tubes,Maria,Evans,,1,37
22544,Bike Racks,Maria,Evans,,1,26
22154,Tires and Tubes,Yolanda,Yuan,C,1,37
22154,Fenders,Yolanda,Yuan,C,1,30
22154,Bottles and Cages,Yolanda,Yuan,C,1,28
16018,Tires and Tubes,Emma,Henderson,A,1,37
16018,Helmets,Emma,Henderson,A,1,31
16018,Jerseys,Emma,Henderson,A,1,21
13508,Shorts,Cassandra,Sanchez,T,1,22
13508,Caps,Cassandra,Sanchez,T,1,19
13508,Jerseys,Cassandra,Sanchez,T,1,21
28456,Shorts,Todd,Xu,,1,22
14704,Tires and Tubes,Kara,Andersen,B,1,37
14704,Fenders,Kara,Andersen,B,1,30
14704,Bottles and Cages,Kara,Andersen,B,1,28
14704,Bottles and Cages,Kara,Andersen,B,1,28
14704,Jerseys,Kara,Andersen,B,1,21
18871,Fenders,Ruben,Rubio,D,1,30
18871,Helmets,Ruben,Rubio,D,1,31
13360,Fenders,Jada,Cook,,1,30
13360,Helmets,Jada,Cook,,1,31
13372,Fenders,Isaac,Edwards,R,1,30
13372,Hydration Packs,Isaac,Edwards,R,1,32
21507,Tires and Tubes,Hunter,Smith,L,1,37
24550,Tires and Tubes,Randy,Ma,R,1,37
24550,Tires and Tubes,Randy,Ma,R,1,37
24550,Tires and Tubes,Randy,Ma,R,1,37
28392,Tires and Tubes,Luke,Green,R,1,37
28392,Tires and Tubes,Luke,Green,R,1,37
26861,Tires and Tubes,Bruce,Gutierrez,S,1,37
26861,Tires and Tubes,Bruce,Gutierrez,S,1,37
26861,Tires and Tubes,Bruce,Gutierrez,S,1,37
29425,Tires and Tubes,Tommy,Xie,J,1,37
29425,Tires and Tubes,Tommy,Xie,J,1,37
25697,Tires and Tubes,Miguel,Harris,L,1,37
25697,Tires and Tubes,Miguel,Harris,L,1,37
25697,Helmets,Miguel,Harris,L,1,31
23235,Tires and Tubes,Cedric,Pal,,1,37
23235,Helmets,Cedric,Pal,,1,31
17701,Gloves,Cassidy,Washington,,1,20
17701,Tires and Tubes,Cassidy,Washington,,1,37
26233,Tires and Tubes,Cristina,Chande,,1,37
26233,Helmets,Cristina,Chande,,1,31
26233,Caps,Cristina,Chande,,1,19
13758,Tires and Tubes,Alexandria,Bell,A,1,37
13758,Tires and Tubes,Alexandria,Bell,A,1,37
13758,Tires and Tubes,Alexandria,Bell,A,1,37
11793,Tires and Tubes,Xavier,Rogers,G,1,37
11793,Fenders,Xavier,Rogers,G,1,30
11793,Bottles and Cages,Xavier,Rogers,G,1,28
12965,Fenders,Cody,Bell,A,1,30
12965,Helmets,Cody,Bell,A,1,31
16886,Road Bikes,Aidan,Flores,,1,2
16886,Tires and Tubes,Aidan,Flores,,1,37
16886,Tires and Tubes,Aidan,Flores,,1,37
15558,Mountain Bikes,Hailey,Morris,,1,1
15558,Bottles and Cages,Hailey,Morris,,1,28
15558,Bottles and Cages,Hailey,Morris,,1,28
11885,Mountain Bikes,Kurt,Sharma,,1,1
11885,Tires and Tubes,Kurt,Sharma,,1,37
11529,Mountain Bikes,Austin,Bryant,L,1,1
11529,Fenders,Austin,Bryant,L,1,30
11529,Bottles and Cages,Austin,Bryant,L,1,28
11529,Caps,Austin,Bryant,L,1,19
11529,Bottles and Cages,Austin,Bryant,L,1,28
25752,Touring Bikes,Christy,McDonald,M,1,3
25752,Bottles and Cages,Christy,McDonald,M,1,28
25752,Bottles and Cages,Christy,McDonald,M,1,28
28719,Touring Bikes,Neil,Vazquez,K,1,3
11947,Mountain Bikes,Jenny,Zheng,R,1,1
11947,Tires and Tubes,Jenny,Zheng,R,1,37
11947,Tires and Tubes,Jenny,Zheng,R,1,37
11947,Helmets,Jenny,Zheng,R,1,31
11055,Mountain Bikes,Gilbert,Raje,,1,1
11055,Tires and Tubes,Gilbert,Raje,,1,37
11055,Tires and Tubes,Gilbert,Raje,,1,37
11055,Helmets,Gilbert,Raje,,1,31
24522,Touring Bikes,Alex,Perez,,1,3
24522,Vests,Alex,Perez,,1,25
24522,Helmets,Alex,Perez,,1,31
24528,Touring Bikes,Katherine,Hernandez,,1,3
24528,Tires and Tubes,Katherine,Hernandez,,1,37
24528,Tires and Tubes,Katherine,Hernandez,,1,37
24528,Tires and Tubes,Katherine,Hernandez,,1,37
24529,Touring Bikes,Jillian,Martinez,,1,3
24529,Bottles and Cages,Jillian,Martinez,,1,28
24529,Bottles and Cages,Jillian,Martinez,,1,28
21609,Road Bikes,Tabitha,Blanco,,1,2
21609,Bottles and Cages,Tabitha,Blanco,,1,28
21609,Bottles and Cages,Tabitha,Blanco,,1,28
21059,Road Bikes,Misty,Chande,,1,2
21059,Bottles and Cages,Misty,Chande,,1,28
21059,Bottles and Cages,Misty,Chande,,1,28
21059,Jerseys,Misty,Chande,,1,21
21059,Caps,Misty,Chande,,1,19
21041,Road Bikes,Eddie,Serrano,,1,2
21041,Tires and Tubes,Eddie,Serrano,,1,37
21041,Tires and Tubes,Eddie,Serrano,,1,37
21041,Gloves,Eddie,Serrano,,1,20
18484,Road Bikes,Dustin,Sharma,M,1,2
18484,Tires and Tubes,Dustin,Sharma,M,1,37
18484,Tires and Tubes,Dustin,Sharma,M,1,37
18484,Helmets,Dustin,Sharma,M,1,31
18249,Road Bikes,Alison,Chander,,1,2
18249,Bottles and Cages,Alison,Chander,,1,28
18249,Bottles and Cages,Alison,Chander,,1,28
18249,Caps,Alison,Chander,,1,19
18288,Road Bikes,Daisy,Suarez,A,1,2
18288,Tires and Tubes,Daisy,Suarez,A,1,37
18288,Tires and Tubes,Daisy,Suarez,A,1,37
18288,Helmets,Daisy,Suarez,A,1,31
14051,Touring Bikes,Nathaniel,Rivera,M,1,3
14051,Bottles and Cages,Nathaniel,Rivera,M,1,28
14051,Bottles and Cages,Nathaniel,Rivera,M,1,28
14051,Socks,Nathaniel,Rivera,M,1,23
11494,Mountain Bikes,Jimmy,Gutierrez,M,1,1
11494,Helmets,Jimmy,Gutierrez,M,1,31
12091,Caps,Eddie,Munoz,,1,19
28604,Cleaners,Allison,James,M,1,29
13158,Tires and Tubes,Casey,Xu,J,1,37
13158,Tires and Tubes,Casey,Xu,J,1,37
13158,Helmets,Casey,Xu,J,1,31
11146,Tires and Tubes,Karla,Goel,L,1,37
11146,Tires and Tubes,Karla,Goel,L,1,37
11146,Bottles and Cages,Karla,Goel,L,1,28
11146,Bottles and Cages,Karla,Goel,L,1,28
11146,Caps,Karla,Goel,L,1,19
17284,Tires and Tubes,Gerald,Martin,K,1,37
17284,Tires and Tubes,Gerald,Martin,K,1,37
17284,Tires and Tubes,Gerald,Martin,K,1,37
21391,Tires and Tubes,Dawn,Xie,,1,37
22839,Fenders,Brandy,Mehta,,1,30
22839,Bottles and Cages,Brandy,Mehta,,1,28
22839,Bottles and Cages,Brandy,Mehta,,1,28
22839,Tires and Tubes,Brandy,Mehta,,1,37
22848,Tires and Tubes,Peter,Pal,K,1,37
22848,Tires and Tubes,Peter,Pal,K,1,37
26032,Tires and Tubes,Leslie,Ruiz,J,1,37
26032,Tires and Tubes,Leslie,Ruiz,J,1,37
14317,Jerseys,Steve,Liang,,1,21
19584,Tires and Tubes,Terrance,Sanchez,,1,37
19584,Tires and Tubes,Terrance,Sanchez,,1,37
19584,Hydration Packs,Terrance,Sanchez,,1,32
17096,Road Bikes,Samantha,Bennett,S,1,2
17107,Road Bikes,Priscilla,Yuan,L,1,2
17107,Helmets,Priscilla,Yuan,L,1,31
14951,Mountain Bikes,Katie,Rai,A,1,1
14951,Helmets,Katie,Rai,A,1,31
17715,Mountain Bikes,Rafael,Pal,J,1,1
17715,Helmets,Rafael,Pal,J,1,31
17715,Jerseys,Rafael,Pal,J,1,21
11198,Tires and Tubes,Brooke,Sanders,,1,37
11198,Helmets,Brooke,Sanders,,1,31
11198,Gloves,Brooke,Sanders,,1,20
11212,Tires and Tubes,Chloe,Campbell,,1,37
26807,Tires and Tubes,Angel,Hall,H,1,37
26807,Tires and Tubes,Angel,Hall,H,1,37
26807,Helmets,Angel,Hall,H,1,31
25839,Tires and Tubes,Connor,Powell,M,1,37
25839,Tires and Tubes,Connor,Powell,M,1,37
25839,Bottles and Cages,Connor,Powell,M,1,28
25839,Bottles and Cages,Connor,Powell,M,1,28
25839,Jerseys,Connor,Powell,M,1,21
25839,Caps,Connor,Powell,M,1,19
11724,Tires and Tubes,Jason,Carter,,1,37
11724,Tires and Tubes,Jason,Carter,,1,37
11724,Helmets,Jason,Carter,,1,31
22980,Tires and Tubes,Oscar,Washington,,1,37
12202,Bottles and Cages,Xavier,Ross,A,1,28
12202,Bottles and Cages,Xavier,Ross,A,1,28
12202,Helmets,Xavier,Ross,A,1,31
25335,Bottles and Cages,Cesar,Rodriguez,L,1,28
25335,Hydration Packs,Cesar,Rodriguez,L,1,32
18095,Bottles and Cages,Thomas,Campbell,M,1,28
18095,Jerseys,Thomas,Campbell,M,1,21
21412,Tires and Tubes,Jordan,Alexander,,1,37
21412,Hydration Packs,Jordan,Alexander,,1,32
15443,Tires and Tubes,Francisco,Patel,,1,37
15443,Tires and Tubes,Francisco,Patel,,1,37
11566,Tires and Tubes,April,Shan,L,1,37
11566,Tires and Tubes,April,Shan,L,1,37
11566,Tires and Tubes,April,Shan,L,1,37
11566,Bike Stands,April,Shan,L,1,27
14208,Tires and Tubes,Eugene,Xu,A,1,37
14208,Tires and Tubes,Eugene,Xu,A,1,37
14208,Gloves,Eugene,Xu,A,1,20
21868,Bottles and Cages,Aimee,Ma,R,1,28
29428,Tires and Tubes,Kristopher,Perez,E,1,37
29428,Tires and Tubes,Kristopher,Perez,E,1,37
29428,Bottles and Cages,Kristopher,Perez,E,1,28
29428,Bottles and Cages,Kristopher,Perez,E,1,28
28409,Tires and Tubes,Bonnie,Rai,,1,37
11260,Tires and Tubes,Katelyn,Kelly,L,1,37
11260,Tires and Tubes,Katelyn,Kelly,L,1,37
11260,Tires and Tubes,Katelyn,Kelly,L,1,37
12327,Caps,Edwin,Liang,W,1,19
11438,Helmets,Jenny,Nara,,1,31
11350,Bottles and Cages,Cara,Zhou,,1,28
11350,Bottles and Cages,Cara,Zhou,,1,28
11350,Gloves,Cara,Zhou,,1,20
13882,Mountain Bikes,Mariah,Russell,,1,1
13882,Tires and Tubes,Mariah,Russell,,1,37
13882,Tires and Tubes,Mariah,Russell,,1,37
13882,Helmets,Mariah,Russell,,1,31
11324,Mountain Bikes,Zachary,Anderson,,1,1
11324,Fenders,Zachary,Anderson,,1,30
11324,Jerseys,Zachary,Anderson,,1,21
11678,Mountain Bikes,Johnny,Chavez,A,1,1
11678,Tires and Tubes,Johnny,Chavez,A,1,37
11189,Mountain Bikes,Lawrence,Blanco,W,1,1
11189,Tires and Tubes,Lawrence,Blanco,W,1,37
11189,Tires and Tubes,Lawrence,Blanco,W,1,37
11189,Fenders,Lawrence,Blanco,W,1,30
11189,Socks,Lawrence,Blanco,W,1,23
11216,Mountain Bikes,Jasmine,Torres,A,1,1
11216,Tires and Tubes,Jasmine,Torres,A,1,37
11216,Tires and Tubes,Jasmine,Torres,A,1,37
11216,Helmets,Jasmine,Torres,A,1,31
20152,Road Bikes,Rafael,She,I,1,2
20152,Gloves,Rafael,She,I,1,20
28535,Touring Bikes,Leslie,Ferrier,M,1,3
28535,Bottles and Cages,Leslie,Ferrier,M,1,28
28535,Bottles and Cages,Leslie,Ferrier,M,1,28
28535,Helmets,Leslie,Ferrier,M,1,31
24669,Touring Bikes,Xavier,Parker,M,1,3
24669,Helmets,Xavier,Parker,M,1,31
21602,Road Bikes,Manuel,Malhotra,S,1,2
21602,Bottles and Cages,Manuel,Malhotra,S,1,28
21021,Road Bikes,Gary,Serrano,G,1,2
21021,Tires and Tubes,Gary,Serrano,G,1,37
21021,Tires and Tubes,Gary,Serrano,G,1,37
21021,Vests,Gary,Serrano,G,1,25
18302,Road Bikes,Wayne,Xie,S,1,2
18302,Cleaners,Wayne,Xie,S,1,29
11480,Mountain Bikes,Colleen,Ma,A,1,1
11480,Bottles and Cages,Colleen,Ma,A,1,28
11480,Bottles and Cages,Colleen,Ma,A,1,28
13668,Caps,Stanley,Martinez,Z,1,19
13668,Shorts,Stanley,Martinez,Z,1,22
14053,Jerseys,Tamara,Huang,E,1,21
14053,Caps,Tamara,Huang,E,1,19
19087,Tires and Tubes,Erica,Gao,R,1,37
19087,Cleaners,Erica,Gao,R,1,29
28333,Jerseys,Jaime,Jimenez,J,1,21
28971,Tires and Tubes,Jason,Shan,,1,37
28971,Tires and Tubes,Jason,Shan,,1,37
11284,Tires and Tubes,Theresa,Serrano,,1,37
11284,Cleaners,Theresa,Serrano,,1,29
29040,Tires and Tubes,Colleen,Liu,A,1,37
29040,Helmets,Colleen,Liu,A,1,31
26272,Tires and Tubes,Kelly,Hughes,,1,37
26272,Tires and Tubes,Kelly,Hughes,,1,37
26272,Helmets,Kelly,Hughes,,1,31
13944,Tires and Tubes,Andrew,Moore,A,1,37
13944,Tires and Tubes,Andrew,Moore,A,1,37
13944,Tires and Tubes,Andrew,Moore,A,1,37
23784,Tires and Tubes,Preston,Arun,,1,37
23784,Tires and Tubes,Preston,Arun,,1,37
25849,Tires and Tubes,Danielle,Cooper,J,1,37
25849,Tires and Tubes,Danielle,Cooper,J,1,37
25849,Cleaners,Danielle,Cooper,J,1,29
23824,Tires and Tubes,Edward,Carter,,1,37
23824,Tires and Tubes,Edward,Carter,,1,37
23824,Helmets,Edward,Carter,,1,31
23695,Tires and Tubes,Elijah,Coleman,,1,37
23695,Tires and Tubes,Elijah,Coleman,,1,37
23695,Fenders,Elijah,Coleman,,1,30
23695,Helmets,Elijah,Coleman,,1,31
23695,Jerseys,Elijah,Coleman,,1,21
23695,Caps,Elijah,Coleman,,1,19
20343,Shorts,Sierra,Hill,K,1,22
18569,Bottles and Cages,Emma,Bryant,E,1,28
17540,Bottles and Cages,Gloria,Gutierrez,L,1,28
17540,Caps,Gloria,Gutierrez,L,1,19
27441,Shorts,Jose,Ross,,1,22
27441,Caps,Jose,Ross,,1,19
13285,Bottles and Cages,Kara,Chavez,P,1,28
13285,Cleaners,Kara,Chavez,P,1,29
29130,Tires and Tubes,Hannah,Washington,A,1,37
29130,Tires and Tubes,Hannah,Washington,A,1,37
23679,Bottles and Cages,Jacob,Harris,G,1,28
23679,Helmets,Jacob,Harris,G,1,31
14512,Tires and Tubes,Christopher,Jones,J,1,37
14512,Helmets,Christopher,Jones,J,1,31
21581,Fenders,Rachel,Russell,C,1,30
21581,Tires and Tubes,Rachel,Russell,C,1,37
14145,Fenders,Jessie,Ye,J,1,30
14145,Tires and Tubes,Jessie,Ye,J,1,37
16539,Tires and Tubes,Christy,Li,,1,37
16539,Bottles and Cages,Christy,Li,,1,28
16539,Jerseys,Christy,Li,,1,21
20138,Tires and Tubes,Kendra,Moreno,,1,37
20138,Tires and Tubes,Kendra,Moreno,,1,37
20138,Helmets,Kendra,Moreno,,1,31
20138,Jerseys,Kendra,Moreno,,1,21
17771,Tires and Tubes,Holly,Chandra,,1,37
17771,Tires and Tubes,Holly,Chandra,,1,37
17771,Helmets,Holly,Chandra,,1,31
20981,Vests,Craig,Romero,,1,25
20981,Bottles and Cages,Craig,Romero,,1,28
20944,Tires and Tubes,Rebecca,Hernandez,,1,37
20944,Bike Stands,Rebecca,Hernandez,,1,27
20944,Vests,Rebecca,Hernandez,,1,25
26414,Tires and Tubes,George,Patel,,1,37
26414,Gloves,George,Patel,,1,20
26414,Tires and Tubes,George,Patel,,1,37
14604,Tires and Tubes,Nicholas,Rodriguez,D,1,37
12050,Mountain Bikes,Aaron,Young,M,1,1
12050,Tires and Tubes,Aaron,Young,M,1,37
12050,Tires and Tubes,Aaron,Young,M,1,37
12050,Fenders,Aaron,Young,M,1,30
12050,Vests,Aaron,Young,M,1,25
19771,Road Bikes,Tasha,Jai,A,1,2
19771,Bottles and Cages,Tasha,Jai,A,1,28
19771,Bottles and Cages,Tasha,Jai,A,1,28
19771,Helmets,Tasha,Jai,A,1,31
22301,Road Bikes,Abigail,Rodriguez,,1,2
22289,Road Bikes,Thomas,Long,E,1,2
22289,Tires and Tubes,Thomas,Long,E,1,37
19443,Road Bikes,Dominic,Raman,,1,2
19443,Helmets,Dominic,Raman,,1,31
19443,Caps,Dominic,Raman,,1,19
17251,Tires and Tubes,Tonya,Nara,C,1,37
17251,Tires and Tubes,Tonya,Nara,C,1,37
17251,Helmets,Tonya,Nara,C,1,31
19954,Tires and Tubes,Jose,Carlson,,1,37
19954,Tires and Tubes,Jose,Carlson,,1,37
19954,Helmets,Jose,Carlson,,1,31
24890,Tires and Tubes,Brenda,Van,J,1,37
24890,Helmets,Brenda,Van,J,1,31
26141,Caps,Jorge,Zhu,,1,19
26141,Shorts,Jorge,Zhu,,1,22
23629,Road Bikes,Alfredo,Gill,M,1,2
23629,Bottles and Cages,Alfredo,Gill,M,1,28
23629,Caps,Alfredo,Gill,M,1,19
23629,Bottles and Cages,Alfredo,Gill,M,1,28
26420,Road Bikes,Bob,Kapoor,M,1,2
11527,Tires and Tubes,Jenna,Green,J,1,37
28301,Tires and Tubes,Jasmine,Long,C,1,37
28301,Bike Stands,Jasmine,Long,C,1,27
12035,Tires and Tubes,Gerald,Prasad,B,1,37
12035,Tires and Tubes,Gerald,Prasad,B,1,37
12035,Helmets,Gerald,Prasad,B,1,31
11631,Caps,Antonio,Bennett,C,1,19
11631,Tires and Tubes,Antonio,Bennett,C,1,37
11631,Cleaners,Antonio,Bennett,C,1,29
11843,Jerseys,Christy,Nara,,1,21
11843,Gloves,Christy,Nara,,1,20
11711,Tires and Tubes,Daniel,Davis,,1,37
11711,Cleaners,Daniel,Davis,,1,29
16133,Tires and Tubes,Dylan,Simmons,,1,37
16133,Tires and Tubes,Dylan,Simmons,,1,37
16133,Tires and Tubes,Dylan,Simmons,,1,37
24393,Tires and Tubes,Joseph,Johnson,L,1,37
24393,Tires and Tubes,Joseph,Johnson,L,1,37
11200,Tires and Tubes,Jason,Griffin,L,1,37
11200,Tires and Tubes,Jason,Griffin,L,1,37
11200,Bike Stands,Jason,Griffin,L,1,27
12061,Tires and Tubes,Bryce,Brooks,,1,37
12061,Tires and Tubes,Bryce,Brooks,,1,37
12061,Tires and Tubes,Bryce,Brooks,,1,37
22365,Tires and Tubes,Sebastian,Richardson,C,1,37
22365,Tires and Tubes,Sebastian,Richardson,C,1,37
16085,Bottles and Cages,Trevor,Gonzales,K,1,28
16085,Bottles and Cages,Trevor,Gonzales,K,1,28
19695,Gloves,Angel,Gonzalez,D,1,20
19695,Shorts,Angel,Gonzalez,D,1,22
16666,Shorts,Taylor,Torres,,1,22
16666,Jerseys,Taylor,Torres,,1,21
11331,Bottles and Cages,Samantha,Jenkins,,1,28
11331,Caps,Samantha,Jenkins,,1,19
15198,Tires and Tubes,Lauren,Watson,K,1,37
15198,Tires and Tubes,Lauren,Watson,K,1,37
13458,Fenders,Joan,James,,1,30
13458,Bottles and Cages,Joan,James,,1,28
13458,Bottles and Cages,Joan,James,,1,28
13458,Cleaners,Joan,James,,1,29
19080,Tires and Tubes,Ross,Vance,J,1,37
19080,Tires and Tubes,Ross,Vance,J,1,37
